,Price,Adress,Total Finished Area:,Bedrooms:,Bathrooms:,Architectural Style:,Association Fee Includes:,Built in:,Condo Fees:,Construction Materials:,Cooling:,Exterior Features:,Fireplace Features:,Floor Space (approx):,Flooring:,Foundation Details:,Heating:,Interior Features:,Levels:,Parking Features:,Roof:,Zoning:,Lot Size:,Utilities:,Water Source:,Sewer:,Air Conditioning:,Pool:,Irregular:,Waterfront Features:,Garage:,Style:,Building Type:,Amenities:,Exterior Finish:,Fireplace:,Heating Type:,Cooling Type:,OwnershipType:,Property Type:,Features:,No. of Parking Spaces:
239,"$1,099,900","17 West Cedar Point SW, Calgary, AB, T3H 5E3",2889.91,4+1,3+1,2 Storey,,2005,,"Stone, Stucco, Wood Frame",Central Air,Private Yard,"Gas, Living Room",2889.91 Square Feet,"Carpet, Ceramic Tile, Hardwood, Other",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Built-in Features, Chandelier, Double Vanity, French Door, Granite Counters, High Ceilings, Jetted Tub, Kitchen Island, Pantry",Two,"Double Garage Attached, Driveway, Garage Faces Front",Asphalt Shingle,R-1,5877.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
240,"$879,900","170 Rochester Way NW, Calgary, AB, T3L 0G9",2400.29,3+0,2+1,2 Storey,,2023,,"Stone, Vinyl Siding, Wood Frame",None,None,"Electric, Great Room",2400.29 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,"Forced Air, Natural Gas","Double Vanity, Kitchen Island, Open Floorplan, Pantry, See Remarks, Stone Counters, Tankless Hot Water, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,TBD,4106.00 Square Feet,,,,,,,,,,,,,,,,,,,
241,"$749,900","1701 31 Avenue SW, Calgary, AB, T2T 1S6",1657.54,2+1,3+1,3 Storey,"Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash",2020,$352 Monthly,Wood Frame,None,"Courtyard, Private Entrance","Gas, Living Room",1657.54 Square Feet,"Carpet, Ceramic Tile, Wood",Poured Concrete,Forced Air,"Built-in Features, Kitchen Island, Open Floorplan, Pantry, Vaulted Ceiling(s)",Three Or More,Single Garage Detached,Asphalt,R-CG,,,,,,,,,,,,,,,,,,,,
242,"$374,900","1704-135 13 Avenue SW, Calgary, AB, T2R 0W8",643.78,1+0,1+0,Apartment,"Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",2009,$453 Monthly,Concrete,Central Air,None,,643.78 Square Feet,"Concrete, See Remarks",,Baseboard,"Granite Counters, See Remarks",Single Level Unit,"Titled, Underground",,CC-COR,,,,,Yes,,,,,,,,,,,,,,,
243,"$354,900","1704-250 Sage Valley Road NW, Calgary, AB, T3R 0R6",1002.00,2+0,1+1,3 Storey,"Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal",2014,$206 Monthly,Wood Frame,None,Other,,1002.00 Square Feet,Carpet,Poured Concrete,Forced Air,"No Smoking Home, Open Floorplan, Tankless Hot Water, Walk-In Closet(s)",Three Or More,Single Garage Attached,Asphalt Shingle,M-1 d75,,,,,,,,,,,,,,,,,,,,
244,"$1,019,000","1712 18 Avenue NW, Calgary, AB, T2M 0X3",1929.00,3+1,3+1,2 Storey,,2022,,"Brick, Cedar, Wood Frame",Rough-In,None,Gas,1929.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"In Floor Roughed-In, Fireplace(s), Forced Air, Natural Gas","Bar, Built-in Features, Closet Organizers, High Ceilings, Pantry, Skylight(s)",Two,Double Garage Detached,Asphalt Shingle,R-C2,3000.00 Square Feet,,,,,,,,,,,,,,,,,,,
245,"$1,175,000","1712 6 Avenue NW, Calgary, AB, T2N 2B3",2152.03,3+2,3+1,"2 Storey, Side by Side",,2023,,"Composite Siding, Concrete, Stucco, Wood Frame",Rough-In,"Private Entrance, Private Yard",Gas,2152.03 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Built-in Features, Closet Organizers, Double Vanity, High Ceilings, Kitchen Island, Recessed Lighting, Stone Counters, Storage, Walk-In Closet(s), Wet Bar",Two,Double Garage Detached,Asphalt,R-C2,3401.00 Square Feet,,,,,,,,,,,,,,,,,,,
246,"$2,195,000","1747 47 Avenue SW, Calgary, AB, T2T 2S3",3004.42,3+1,4+1,2 Storey,,2009,,Wood Frame,Central Air,"Built-in Barbecue, Garden, Private Yard",Gas,3004.42 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Forced Air, Natural Gas","Built-in Features, Central Vacuum, Closet Organizers, Crown Molding, French Door, Granite Counters, High Ceilings, Kitchen Island, Open Floorplan, Skylight(s), Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar, Wired for Sound",Two,"Heated Garage, Insulated",Asphalt Shingle,R-C2,5425.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
247,"$675,000","175 Silverado Plains Close SW, Calgary, AB, T2X 0G4",2140.75,3+0,2+1,2 Storey,,2007,,"Concrete, Vinyl Siding, Wood Frame",None,"Garden, Private Yard",Gas,2140.75 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,"Central, Forced Air","Central Vacuum, Closet Organizers, Granite Counters, High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Recessed Lighting, Storage",Two,Double Garage Attached,Asphalt Shingle,R-1N,3939.00 Square Feet,,,,,,Yes,,,,,,,,,,,,,
248,"$689,900","177 Magnolia Terrace SE, Calgary, AB, T3M 3N2",1603.00,3+2,4+1,"2 Storey, Side by Side",,2022,,"Composite Siding, Stone, Wood Frame",Central Air,None,,1603.00 Square Feet,"Carpet, Ceramic Tile, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Double Vanity, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Stone Counters",Two,Double Garage Detached,Asphalt Shingle,R-G,3535.00 Square Feet,,,,Yes,,Yes,,,,,,,,,,,,,
249,"$599,900","177 Riverglen Drive SE, Calgary, AB, T2C 3W9",1611.00,3+1,3+1,2 Storey,,1990,,"Brick, Vinyl Siding",None,"Awning(s), Dog Run, Fire Pit","Blower Fan, Family Room, Gas, Mantle, Tile",1611.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas",See Remarks,Two,Double Garage Attached,Asphalt Shingle,R-C2,4531.00 Square Feet,,,,,,,,,,,,,,,,,,,
250,"$779,900","177 Savanna Passage NE, Calgary, AB, T3J 0W1",2244.70,3+0,3+0,2 Storey,,2023,,"Manufactured Floor Joist, Mixed, Vinyl Siding",None,Playground,,2244.70 Square Feet,"Carpet, Tile",Poured Concrete,Forced Air,"Kitchen Island, No Animal Home, No Smoking Home, Pantry, Recessed Lighting, Separate Entrance, Soaking Tub, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-G,3218.00 Square Feet,,,,,,,,,,,,,,,,,,,
251,"$539,900","178 Auburn Crest Green SE, Calgary, AB, T3M 1P7",1571.97,3+0,2+1,2 Storey,,2013,,"Vinyl Siding, Wood Frame",None,Rain Gutters,,1571.97 Square Feet,"Carpet, Hardwood, Linoleum, Tile",Poured Concrete,"High Efficiency, Natural Gas","Kitchen Island, No Animal Home, No Smoking Home, Pantry",Two,"Off Street, RV Access/Parking",Asphalt Shingle,R-1N,2873.00 Square Feet,,,,,,,,,,,,,,,,,,,
252,"$555,500","178 Evansmeade Close NW, Calgary, AB, T3P 1E3",1376.51,3+0,3+1,2 Storey,,2003,,"See Remarks, Vinyl Siding, Wood Frame",None,Private Yard,Gas,1376.51 Square Feet,"Carpet, Laminate, Tile",Poured Concrete,Forced Air,"Granite Counters, Kitchen Island, No Animal Home, No Smoking Home",Two,Double Garage Attached,Asphalt Shingle,R-1N,3757.00 Square Feet,,,,,,,,,,,,,,,,,,,
253,"$569,000","179 Magnolia Terrace, Calgary, AB, T3M 3N2",1328.00,3+0,2+1,"2 Storey, Side by Side",,2022,,"Composite Siding, Stone, Wood Frame",Central Air,None,,1328.00 Square Feet,"Carpet, Ceramic Tile, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Double Vanity, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan",Two,Parking Pad,Asphalt Shingle,R-G,2799.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
254,"$360,000","18-7900 Silver Springs Road NW, Calgary, AB, T3B 4J5",1220.00,2+0,1+2,2 Storey,"Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",1980,$490 Monthly,Wood Frame,None,Barbecue,Wood Burning,1220.00 Square Feet,"Carpet, Hardwood",Poured Concrete,Forced Air,"Built-in Features, High Ceilings, Open Floorplan, Wet Bar",Two,Single Garage Attached,Asphalt Shingle,M-C1 d75,,,,,,,,,,,,,,,,,,,,
255,"$445,000","18 Candle Terrace SW, Calgary, AB, T2W 6G7",1466.26,3+1,2+1,Townhouse,"Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal",1992,$392 Monthly,"Brick, Concrete, Stucco, Wood Frame",Central Air,Lighting,"Gas, Living Room, Mantle, Tile",1466.26 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,"Central, Forced Air","Closet Organizers, High Ceilings, Kitchen Island, No Smoking Home, Soaking Tub, Storage, Vaulted Ceiling(s)",Three Or More,"Double Garage Attached, Insulated",Concrete,M-CG d38,6577560.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
256,"$749,000","180 Magnolia Terrace SE, Calgary, AB, T3M 3N2",1711.00,3+0,2+1,2 Storey,,2022,,"Brick, Composite Siding, Wood Frame",Central Air,None,,1711.00 Square Feet,"Carpet, Ceramic Tile, Vinyl",Poured Concrete,Forced Air,"Double Vanity, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Pantry, Stone Counters, Vaulted Ceiling(s)",Two,Double Garage Attached,Asphalt Shingle,R-1N,4054.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
257,"$874,900","180 Strathlea Place SW, Calgary, AB, T3H 4T5",2124.00,3+1,3+1,2 Storey,,2001,,Concrete,Central Air,"Fire Pit, Garden, Private Yard",Gas,2124.00 Square Feet,"Carpet, Tile, Wood",Poured Concrete,"Forced Air, Natural Gas","High Ceilings, No Animal Home, No Smoking Home, Pantry, Recessed Lighting, Stone Counters, Vaulted Ceiling(s), Walk-In Closet(s), Wired for Sound",Two,Double Garage Attached,Asphalt,R-1,7050.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
258,"$325,000","1803-1111 10 Street SW, Calgary, AB, T2R 1E3",593.14,1+0,1+0,High-Rise (5+),"Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Security, Sewer, Snow Removal, Trash, Water",2012,$372 Monthly,"Concrete, Stone, Stucco",Central Air,None,,593.14 Square Feet,"Ceramic Tile, Laminate",,"Forced Air, Natural Gas","No Animal Home, No Smoking Home",Single Level Unit,"Stall, Underground",,CC-X,,,,,Yes,,,,,,,,,,,,,,,
259,"$999,000","1823 33 Avenue SW, Calgary, AB, T2T 1Z1",2319.53,3+2,3+1,"3 Storey, Side by Side",,2013,,"Stone, Stucco, Wood Frame",Central Air,"Private Entrance, Private Yard","Electric, Gas, Living Room, Master Bedroom",2319.53 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Breakfast Bar, Built-in Features, Central Vacuum, Chandelier, Closet Organizers, Double Vanity, High Ceilings, Kitchen Island, Open Floorplan, Pantry, Soaking Tub, Walk-In Closet(s), Wet Bar, Wired for Data, Wired for Sound",Three Or More,Double Garage Detached,Membrane,R-C2,3121.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
260,"$649,988","184 Cranford Drive SE, Calgary, AB, T3M 0W9",2089.00,3+1,3+1,2 Storey,,2013,,"Stone, Wood Frame, Wood Siding",None,Other,"Gas, Living Room, See Remarks",2089.00 Square Feet,"Carpet, Ceramic Tile, Hardwood, Laminate",Poured Concrete,"Forced Air, Natural Gas","Granite Counters, High Ceilings, Kitchen Island",Two,"Concrete Driveway, Double Garage Attached",Asphalt Shingle,R-1N,4585.00 Square Feet,,,,,,,,,,,,,,,,,,,
261,"$899,000","184 Magnolia Terrace SE, Calgary, AB, T3M 3N2",2391.00,4+2,3+1,2 Storey,,2022,,"Composite Siding, Stone, Wood Frame",Central Air,None,"Gas, Living Room",2391.00 Square Feet,"Carpet, Ceramic Tile, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Double Vanity, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Pantry",Two,Double Garage Attached,Asphalt Shingle,R-1N,4293.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
262,"$750,000","1844 38 Avenue SW, Calgary, AB, T2T 4V1",1470.73,2+1,3+1,3 Storey,"Common Area Maintenance, Insurance, Reserve Fund Contributions",2019,$330 Monthly,"Brick, Composite Siding, Wood Frame",None,Private Entrance,Gas,1470.73 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Built-in Features, Closet Organizers, Kitchen Island, Open Floorplan, Stone Counters, Walk-In Closet(s)",Three Or More,Single Garage Attached,Rubber,R-CG,,,,,,,,,,,,,,,,,,,,
263,"$769,900","18527 Chaparral Manor SE, Calgary, AB, T2X 3L3",2110.00,4+1,3+1,2 Storey,,1998,,"Concrete, Stone, Vinyl Siding, Wood Frame",Central Air,"Fire Pit, Garden, Private Yard","Blower Fan, Brick Facing, Circulating, Factory Built, Gas, Glass Doors, Living Room",2110.00 Square Feet,"Carpet, Ceramic Tile, Hardwood, Laminate, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Bookcases, Breakfast Bar, Built-in Features, Central Vacuum, Closet Organizers, Granite Counters, High Ceilings, Jetted Tub, Kitchen Island, No Smoking Home, Open Floorplan, Pantry, Recessed Lighting, Storage, Vaulted Ceiling(s), Walk-In Closet(s)",Two,"Concrete Driveway, Double Garage Attached",Asphalt Shingle,R-1,5283.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
264,"$600,000","188 Macewan Meadow Way NW, Calgary, AB, T3K 3J2",1227.38,3+1,2+1,2 Storey,,1986,,"Brick, Shingle Siding, Vinyl Siding, Wood Frame",Central Air,Private Yard,Wood Burning,1227.38 Square Feet,"Carpet, Concrete, Hardwood",Wood,Forced Air,"Built-in Features, Central Vacuum, Closet Organizers, High Ceilings, See Remarks",Two,Double Garage Attached,Asphalt Shingle,R-C1,4402.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
265,"$489,900","19 Hidden Valley Green NW, Calgary, AB, T3A 5L8",1390.90,3+0,2+1,"2 Storey, Side by Side",,1995,,"Brick, Vinyl Siding, Wood Frame",None,None,Gas,1390.90 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Forced Air,"Kitchen Island, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-C2,5629.00 Square Feet,,,,,,,,,,,,,,,,,,,
266,"$329,900","19 Rundlelawn Green NE, Calgary, AB, T1Y 6S5",1041.30,2+2,2+0,"Bungalow, Side by Side","Maintenance Grounds, Professional Management, Snow Removal",1990,$190 Monthly,"Stucco, Wood Frame",None,Private Entrance,,1041.30 Square Feet,"Carpet, Laminate, Linoleum",Poured Concrete,"Forced Air, Natural Gas",See Remarks,One,Single Garage Attached,Asphalt Shingle,R-C2,2841.00 Square Feet,,,,,,,,,,,,,,,,,,,
267,"$750,000","1901 33 Avenue SW, Calgary, AB, T2T 1Z3",1883.30,3+0,3+1,2 Storey,,2000,,"Brick, Vinyl Siding, Wood Frame",None,Private Yard,"Family Room, Gas",1883.30 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,Forced Air,"Breakfast Bar, Closet Organizers, Double Vanity, High Ceilings, Jetted Tub, No Smoking Home, Pantry, Separate Entrance, Soaking Tub, Storage, Track Lighting, Vaulted Ceiling(s), Walk-In Closet(s)",Two,"Alley Access, Double Garage Detached, Off Street, Parking Pad, RV Access/Parking, Stall",Asphalt Shingle,R-C2,3143.00 Square Feet,,,,,,,,,,,,,,,,,,,
268,"$349,900","1902-433 11 Avenue SE, Calgary, AB, T2G 0C7",778.50,1+0,1+1,High-Rise (5+),"Gas, Heat, Interior Maintenance, Professional Management, Reserve Fund Contributions, Security, Water",2008,$565 Monthly,"Concrete, Metal Siding, Stucco",Central Air,Courtyard,,778.50 Square Feet,"Carpet, Ceramic Tile",,"Baseboard, Natural Gas","Breakfast Bar, Built-in Features, Open Floorplan, Walk-In Closet(s)",Single Level Unit,"Titled, Underground",,DC (pre 1P2007),,,,,Yes,,,,,,,,,,,,,,,
269,"$999,000","1906 29 Avenue SW, Calgary, AB, T2T 1N1",1791.71,3+1,3+1,2 Storey,,1981,,"Cedar, Metal Siding, Wood Frame",Central Air,"Other, Private Entrance, Private Yard","Basement, Family Room, Gas, Gas Starter, See Remarks, Wood Burning",1791.71 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Forced Air, Natural Gas","Bar, Central Vacuum, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, See Remarks, Storage",Two,"Concrete Driveway, Driveway, Single Garage Attached",Asphalt Shingle,R-C2,3519.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
270,"$485,000","1906-901 10 Avenue SW, Calgary, AB, T2R 0B5",880.00,2+0,2+0,High-Rise (5+),"Common Area Maintenance, Gas, Heat, Insurance, Professional Management, Reserve Fund Contributions, Security Personnel, Sewer, Snow Removal, Trash, Water",2016,$694 Monthly,Concrete,Central Air,Outdoor Grill,,880.00 Square Feet,"Carpet, Ceramic Tile, Laminate",,"Fan Coil, Forced Air, Natural Gas","High Ceilings, Kitchen Island, Open Floorplan",Single Level Unit,"Parkade, Stall, Titled, Underground",Rubber,CC-X,,,,,Yes,,,,,,,,,,,,,,,
271,"$480,000","191 Carmel Close NE, Calgary, AB, T1Y 6Z4",1205.00,2+1,2+0,Bi-Level,,1993,,"Concrete, Vinyl Siding, Wood Frame",None,Private Yard,"Family Room, Gas",1205.00 Square Feet,"Ceramic Tile, Laminate, Vinyl",Poured Concrete,"Forced Air, Natural Gas","Granite Counters, No Animal Home, No Smoking Home",Bi-Level,"Concrete Driveway, Double Garage Attached, Garage Door Opener, Insulated",Asphalt Shingle,R-C1,4144.00 Square Feet,,,,,,,,,,,,,,,,,,,
272,"$1,149,000","1910 Westmount Road NW, Calgary, AB, T2N 3M7",2318.27,3+0,3+1,2 Storey,,2003,,"Stucco, Wood Frame",None,Rain Gutters,"Gas, Glass Doors, Mantle",2318.27 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Central Vacuum, Crown Molding, Granite Counters, High Ceilings, No Animal Home, No Smoking Home, Pantry, Walk-In Closet(s)",Two,"Double Garage Detached, Oversized",Asphalt Shingle,R-C2,4004.00 Square Feet,,,,,,,,,,,,,,,,,,,
273,"$775,000","192 Auburn Meadows Crescent SE, Calgary, AB, T3M 2E2",2159.92,3+0,2+1,2 Storey,,2015,,"Stone, Vinyl Siding, Wood Frame",Central Air,None,"Gas, Living Room, Mantle, Stone",2159.92 Square Feet,"Carpet, Tile, Wood",Poured Concrete,"Forced Air, Natural Gas","Double Vanity, Kitchen Island, Open Floorplan, Pantry, Walk-In Closet(s)",Two,"Double Garage Attached, Driveway, Garage Door Opener, Garage Faces Front",Asphalt Shingle,R-1N,4101.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
274,"$699,900","192 Douglasview Road SE, Calgary, AB, T2Z 2S1",2029.00,3+1,2+2,2 Storey,,1996,,"Stone, Vinyl Siding, Wood Frame",Central Air,None,"Gas Log, Living Room, Stone",2029.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Ceiling Fan(s), Double Vanity, Granite Counters, Kitchen Island, Pantry, Soaking Tub, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,R-C1,5425.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
275,"$799,900","1920 26 Avenue SW, Calgary, AB, T2T 1E3",1012.27,2+2,2+0,Bungalow,,1951,,"Stucco, Wood Frame",None,None,,1012.27 Square Feet,"Hardwood, Linoleum",Poured Concrete,Forced Air,See Remarks,One,Double Garage Detached,Asphalt Shingle,R-C2,578.00 Square Feet,,,,,,,,,,,,,,,,,,,
276,"$799,900","1924 26 Avenue SW, Calgary, AB, T2T 1E3",1376.03,2+2,2+0,Bungalow,,1953,,"Wood Frame, Wood Siding",Partial,None,,1376.03 Square Feet,"Carpet, Linoleum",Poured Concrete,"Standard, Forced Air, Natural Gas",See Remarks,One,Double Garage Detached,Asphalt Shingle,R-C2,578.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
277,"$799,900","1928 26 Avenue SW, Calgary, AB, T2T 1E3",1709.28,2+2,2+0,Bungalow,,1953,,"Stucco, Wood Frame",None,None,Wood Burning,1709.28 Square Feet,"Hardwood, Linoleum",Poured Concrete,"Forced Air, Natural Gas",See Remarks,One,Double Garage Detached,Asphalt Shingle,R-C2,578.00 Square Feet,,,,,,,,,,,,,,,,,,,
278,"$1,450,000","1928 50 Avenue SW, Calgary, AB, T2T 2W2",2730.28,3+1,4+2,3 Storey,,2023,,"Brick, Composite Siding, Stucco",Central Air,None,"Gas, Insert",2730.28 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,Forced Air,"Bar, Built-in Features, Closet Organizers, Double Vanity, High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Pantry, See Remarks, Separate Entrance, Smart Home, Soaking Tub, Stone Counters, Tankless Hot Water, Walk-In Closet(s)",Three Or More,Drive Through,,R-C2,3469.00 Square Feet,,,,Yes,,,,Yes,,,,,,,,,,,
279,"$889,900","194 Rochester Way NW, Calgary, AB, T3L 0G9",2400.29,3+0,2+1,2 Storey,,2023,,"Stone, Vinyl Siding, Wood Frame",None,None,"Electric, Great Room",2400.29 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,"Forced Air, Natural Gas","Double Vanity, Kitchen Island, Open Floorplan, Pantry, See Remarks, Stone Counters, Tankless Hot Water, Walk-In Closet(s)",Two,Double Garage Attached,Asphalt Shingle,TBD,4144.00 Square Feet,,,,,,,,,,,,,,,,,,,
280,"$519,000","195 Creekstone Way SW, Calgary, AB, T2X 4R2",1344.90,3+0,2+1,"2 Storey, Side by Side",,2020,,"Composite Siding, Stone, Wood Frame",Central Air,Private Yard,,1344.90 Square Feet,"Carpet, Ceramic Tile, Vinyl",Poured Concrete,Forced Air,"Bathroom Rough-in, Breakfast Bar, Granite Counters, High Ceilings, Open Floorplan, Pantry, Storage",Two,"Off Street, Single Garage Attached",Asphalt Shingle,R-G,2755.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
281,"$535,000","198 Ambleton Drive, Calgary, AB, T3P 1W7",1428.04,3+0,2+1,"2 Storey, Side by Side",,2023,,"Vinyl Siding, Wood Frame",None,None,,1428.04 Square Feet,"Carpet, Ceramic Tile, Vinyl",Poured Concrete,Forced Air,"Bathroom Rough-in, Granite Counters, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Separate Entrance",Two,Off Street,Asphalt Shingle,RG,2516.00 Square Feet,,,,,,,,,,,,,,,,,,,
282,"$429,900","2-127 21 Avenue NE, Calgary, AB, T2E 1S3",1192.87,2+0,2+1,2 Storey,"Common Area Maintenance, Insurance, Maintenance Grounds, Reserve Fund Contributions, Snow Removal",2005,$150 Monthly,"Stucco, Wood Frame",None,None,"Gas, Great Room",1192.87 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas",See Remarks,Two,Quad or More Detached,Asphalt Shingle,M-C1,,,,,,,,,Yes,,,,,,,,,,,
283,"$435,900","2-1918 32 Street SW, Calgary, AB, T2T 1W4",1373.96,2+0,2+1,3 Storey,"Common Area Maintenance, Insurance, Professional Management, Snow Removal",2009,$250 Monthly,"Vinyl Siding, Wood Frame, Wood Siding",None,"Lighting, Private Entrance, Storage","Gas, Great Room",1373.96 Square Feet,"Carpet, Ceramic Tile, Hardwood",Slab,"Forced Air, Natural Gas",High Ceilings,Three Or More,"Concrete Driveway, Enclosed, Garage Door Opener, Single Garage Attached",Asphalt Shingle,M-C1,12196.00 Square Feet,,Public,,,,,,,,,,,,,,,,,
